,Artist_Name,Track_Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,time_signature,Genre,duration_in_min
9024,Lucero,Outrun the Moon,37.0,0.566,0.659,-6.157,0,0.0329,0.00232,0.0923,0.319,122.005,4.0,10.0,4.980783333333333
9025,Pop Will Eat Itself,Can U Dig It?,4.0,0.654,0.89,-6.514,0,0.0906,0.00204,0.272,0.684,129.014,4.0,1.0,3.255333333333333
9026,The Uptown Players,In a Sentimental Mood,44.0,0.546,0.095,-21.524,0,0.0356,0.831,0.119,0.195,116.071,4.0,7.0,4.573383333
9027,Louis Jordan,Let the Good Times Roll,47.0,0.705,0.401,-9.506,0,0.0475,0.812,0.319,0.649,104.956,4.0,2.0,2.7871166666666665
9028,Electric Light Orchestra,Rock 'N' Roll Is King,43.0,0.366,0.73,-12.746,1,0.0668,0.423,0.163,0.729,160.093,4.0,10.0,3.75
9029,"SoundGuySam, Vāhaka",Nirvana,6.0,0.408,0.616,-9.942,1,0.165,0.161,0.089,0.379,160.173,4.0,0.0,3.0
9030,The Red Jumpsuit Apparatus,Face Down,75.0,0.545,0.932,-2.189,0,0.0399,0.000665,0.127,0.464,92.956,4.0,10.0,3.2
9031,Refused,Refused Are Fucking Dead,33.0,0.375,0.946,-7.392,1,0.125,0.000277,0.374,0.46,107.309,4.0,10.0,5.172
9033,AURORA,Runaway,77.0,0.521,0.277,-10.34,1,0.0356,0.634,0.103,0.13,115.01,4.0,9.0,4.147116667
9034,"Anne-Marie, Niall Horan",Our Song,84.0,0.595,0.759,-4.245,0,0.0423,0.141,0.172,0.515,80.953,4.0,9.0,2.72888333
9035,Westlife,I Do,7.6923076923076925,0.386,0.453,-4.885,1,0.0268,0.734,0.107,0.18,132.703,4.0,9.0,4.483333333
9036,david hugo,we made it.,59.0,0.653,0.515,-7.906,1,0.267,0.0706,0.0756,0.674,176.05,4.0,9.0,2.7443666666666666
9037,my bloody valentine,Lose My Breath,44.0,0.391,0.651,-11.523,1,0.0266,0.000512,0.0954,0.402,92.124,4.0,10.0,3.6333333333333333
9038,John Lee Hooker,No More Doggin',16.0,0.73,0.102,-17.232,1,0.0702,0.895,0.0809,0.277,136.108,4.0,2.0,2.748883333333333
9039,Papa Roach,Help,67.0,0.383,0.9,-5.42,1,0.134,0.00085,0.271,0.286,183.96,4.0,10.0,3.57995
9040,Dolly Parton,I Will Always Love You,60.0,0.446,0.142,-13.498,1,0.0335,0.96,0.101,0.156,135.724,4.0,4.0,2.934883333
9041,Novelists FR,Terrorist,54.0,0.331,0.917,-5.0,1,0.105,8.13e-05,0.191,0.347,147.873,4.0,8.0,3.7775333333333334
9042,THE ANXIETY,Meet Me At Our Spot,71.0,0.773,0.47,-7.93,1,0.0299,0.0153,0.0851,0.399,94.995,4.0,6.0,2.711333333333333
9043,Lou Reed,Perfect Day,69.0,0.4,0.267,-12.488,1,0.0323,0.744,0.103,0.0872,144.799,3.0,6.0,3.75
9044,Studio Killers,Jenny (I Wanna Ruin Our Friendship),72.0,0.668,0.798,-5.701,1,0.0334,0.00305,0.277,0.575,133.928,4.0,9.0,3.588
9045,Whitesnake,Is This Love - 2018 Remaster,69.0,0.263,0.759,-7.288,1,0.0431,0.0555,0.231,0.429,179.904,4.0,10.0,4.7416
9046,Alex Yarmak,Again,39.0,0.407,0.936,-6.875,1,0.0579,2.28e-06,0.104,0.679,90.023,4.0,8.0,1.7777833333333333
9047,Jimmy Dawkins,Little Angel Child,49.0,0.5,0.638,-7.262,1,0.0461,0.125,0.199,0.746,122.621,4.0,2.0,3.9877833333333332
9048,Keane,Fly To Me,43.0,0.417,0.497,-7.812,1,0.0325,0.0097,0.126,0.0698,119.867,4.0,10.0,5.54955
9049,clipping.,'96 Neve Campbell,46.0,0.763,0.613,-8.276,1,0.344,0.0468,0.3,0.436,99.287,4.0,5.0,3.3537833333333333
9050,North Mississippi Allstars,Rollin 'N Tumblin,42.0,0.637,0.948,-6.362,1,0.119,0.0228,0.42,0.282,120.049,4.0,2.0,2.5997833333333333
9051,Johnny Cash,Hurt,75.0,0.534,0.392,-7.636,0,0.0267,0.649,0.0948,0.163,90.379,4.0,10.0,3.6088833333333334
9052,Witchcraft,Deconstruction,48.0,0.297,0.872,-5.881,0,0.0405,0.000119,0.32,0.533,80.384,4.0,10.0,5.16645
9053,Zak Abel,Be Kind,68.0,0.929,0.67,-3.977,1,0.0488,0.068,0.318,0.938,120.935,4.0,9.0,3.0252666666666665
9054,RF Shannon,Ballad Of A Thin Place,49.0,0.615,0.518,-13.831,0,0.0274,0.604,0.117,0.903,152.996,4.0,1.0,4.2702
9055,Battering Ram,Pieces,29.0,0.553,0.941,-5.312,1,0.073,0.000226,0.127,0.5,108.735,3.0,8.0,3.702583333333333
9056,Fatima Al Qadiri,Malaak,30.0,0.306,0.101,-20.043,0,0.0405,0.784,0.101,0.0395,109.185,3.0,6.0,3.308
9057,The Black Dahlia Murder,Verminous,44.0,0.503,0.943,-7.368,1,0.156,2.77e-05,0.806,0.199,115.02,4.0,8.0,3.8301333333333334
9058,Canary In A Coalmine,Benjamin Francis Leftwich,44.0,0.745,0.61,-6.635,1,0.028,0.446,0.0924,0.781,117.008,4.0,0.0,3.03
9059,Theo Alexander,Accidental Enlightenment,27.0,0.269,0.207,-13.212,0,0.0627,0.989,0.193,0.367,111.391,3.0,6.0,3.98135
9060,Watertank,The Ejector Side,10.0,0.521,0.892,-4.911,0,0.0569,0.00749,0.0591,0.577,145.022,4.0,10.0,2.88965
9061,Hinds,Riding Solo,37.0,0.399,0.91,-5.285,1,0.0482,0.000125,0.196,0.537,175.978,4.0,6.0,3.61645
9062,Claudia Valentina,Seven,57.0,0.801,0.143,-10.698,0,0.0475,0.865,0.132,0.562,119.891,4.0,9.0,3.73045
9063,dad sports,MANY FACES,42.0,0.528,0.909,-6.95,1,0.0438,3e-05,0.376,0.823,147.988,4.0,6.0,2.566
9064,Lewis Del Mar,Rosalie (CH. II),48.0,0.7,0.74,-6.547,0,0.041,0.152,0.213,0.584,101.994,4.0,6.0,4.293783333333334
9065,Rebel Wizard,heavy negative wizard metal in-fucking-excelsis,25.0,0.304,0.979,-3.768,1,0.12,9.92e-06,0.368,0.0379,139.985,4.0,8.0,2.13095
9066,Motionless In White,Another Life,71.0,0.39,0.939,-3.828,0,0.0787,5.08e-05,0.0968,0.495,161.997,4.0,10.0,3.423233333333333
9067,Bauhaus,Dark Entries,54.0,0.24,0.851,-11.941,1,0.0492,0.00017,0.344,0.512,171.036,4.0,10.0,3.8593333333333333
9068,Los Legendarios,Fiel,95.0,0.849,0.701,-4.407,0,0.06,0.407,0.112,0.505,98.005,4.0,9.0,4.361116666666667
9069,If I Die First,My Nightmares Would Do Numbers As Horror Movies,42.0,0.448,0.99,-4.186,1,0.209,0.000524,0.0965,0.055,105.929,4.0,8.0,3.23585
9070,Mahendra Kapoor,Aaj Ki Raat,4.0,0.3,0.205,-14.32,1,0.038,0.973,0.227,0.477,84.659,3.0,3.0,3.126666667
9071,Maya Angelou,Maya Angelou Interview with Ebony Moments - Live Interview,12.0,0.714,0.393,-14.943,1,0.935,0.914,0.167,0.469,114.094,4.0,5.0,5.068466666666667
9072,Oddisee,Still Strange (feat. Priya Ragu & Sainte Ezekiel),46.0,0.551,0.573,-11.152,1,0.138,0.604,0.0909,0.607,66.268,4.0,1.0,4.4096
9073,Pooh Shiesty,Back In Blood (feat. Lil Durk),82.0,0.759,0.538,-8.256,0,0.384,0.151,0.126,0.831,146.933,4.0,5.0,3.0748333333333333
9074,John Moreland,Sallisaw Blue,44.0,0.395,0.866,-7.047,1,0.069,0.113,0.112,0.835,150.768,4.0,2.0,3.9562166666666667
9075,The Stone Roses,I Wanna Be Adored - Remastered,65.0,0.494,0.862,-9.158,0,0.0273,0.012,0.228,0.59,112.596,4.0,6.0,4.88
9076,Bury Me Alive,You & I,39.0,0.457,0.962,-3.334,1,0.159,0.000515,0.132,0.137,140.062,4.0,8.0,4.344216666666667
9077,The Oak Ridge Boys,American Made,51.0,0.696,0.527,-14.275,1,0.0329,0.108,0.0377,0.974,128.962,4.0,4.0,2.66445
9078,Valence,La vie attend pas,13.0,0.69,0.594,-6.736,1,0.0299,0.0736,0.0848,0.542,116.995,4.0,6.0,4.225933333333334
9079,The New Mastersounds,4 Walls,36.0,0.73,0.711,-9.741,0,0.0375,0.579,0.357,0.896,127.993,4.0,9.0,3.368716666666667
9080,Helices,Una Historia para Acabar Con Todas las Historias,22.0,0.23,0.708,-8.762,1,0.0403,3e-05,0.234,0.201,145.007,3.0,10.0,6.356
9081,Frightened Rabbit,Get Out,43.0,0.366,0.859,-5.957,1,0.0531,0.0334,0.139,0.569,178.021,4.0,10.0,3.35245
9082,Butcher Babies,Yorktown,48.0,0.579,0.89,-5.993,1,0.0572,7.17e-05,0.144,0.469,128.017,4.0,8.0,4.1075
9083,WhoMadeWho,Mermaids,48.0,0.726,0.493,-10.556,0,0.041,0.139,0.0935,0.396,121.004,4.0,6.0,3.867766666666667
9084,"Bebe Rexha, Florida Georgia Line",Meant to Be (feat. Florida Georgia Line),77.0,0.643,0.783,-6.458,1,0.0856,0.047,0.083,0.579,154.084,4.0,4.0,2.731166667
9085,Stephane Legar,Maman,23.0,0.792,0.808,-4.051,0,0.111,0.25,0.0866,0.766,115.047,4.0,9.0,3.2173833333333333
9086,Backstreet Boys,This Is Us,46.0,0.595,0.675,-6.696,1,0.035,0.0879,0.12,0.411,134.08,4.0,9.0,3.052666667
9087,Faraway Friends,Spring,36.0,0.697,0.567,-7.628,1,0.0686,0.336,0.193,0.168,94.991,4.0,6.0,3.2413333333333334
9088,Valencia,The Space Between,49.0,0.378,0.851,-4.378,1,0.0375,0.000336,0.495,0.41,170.017,4.0,10.0,3.6186666666666665
9089,Hedonihil,Redeemer,14.0,0.419,0.983,-7.125,1,0.046,7.46e-06,0.282,0.578,135.01,4.0,8.0,4.005866666666667
9090,The Rolling Stones,Angie - Remastered 2009,3.0,0.434,0.546,-6.099,0,0.0294,0.687,0.109,0.398,134.302,4.0,10.0,4.540666666666667
9091,Rannar Sillard,From Here We Can See,40.0,0.186,0.114,-22.247,1,0.0371,0.747,0.111,0.0338,112.81,4.0,7.0,2.964
9092,Local H,Bound For The Floor,61.0,0.654,0.53,-7.409,1,0.0556,0.000113,0.0534,0.584,119.284,4.0,10.0,3.716
9093,Temples,Holy Horses,26.0,0.508,0.776,-5.438,1,0.0336,0.00114,0.293,0.549,101.952,4.0,6.0,3.09045
9094,Sarah Jarosz,Build Me Up From Bones,52.0,0.53,0.283,-11.962,1,0.0367,0.876,0.106,0.282,114.982,4.0,0.0,3.60288333
9095,Led Zeppelin,Tangerine - Remaster,62.0,0.306,0.398,-12.767,1,0.0412,0.0857,0.0756,0.0948,85.622,4.0,10.0,3.1971333333333334
9096,Mono Inc.,Louder Than Hell,44.0,0.446,0.852,-5.286,0,0.0315,0.000289,0.226,0.387,90.007,4.0,8.0,4.446033333333333
9097,Pretenders,Middle of the Road - 2007 Remaster,51.0,0.488,0.959,-5.575,1,0.0758,0.00333,0.025,0.67,166.799,4.0,10.0,4.238216666666666
9098,Night Tempo,Baby,33.0,0.949,0.696,-11.919,1,0.226,0.00154,0.0878,0.558,127.995,4.0,6.0,4.0
9099,Lady A,Love Don't Live Here,52.0,0.653,0.873,-3.829,1,0.0315,0.0619,0.144,0.627,139.937,4.0,4.0,3.84
9100,Doctor Ross,Come Back Baby,35.0,0.65,0.424,-11.238,1,0.0646,0.87,0.0869,0.865,91.977,4.0,2.0,2.8406666666666665
9101,AURAGRAPH,Opacity Field - FM Skyline Remix,30.0,0.613,0.768,-12.483,0,0.048,0.0773,0.119,0.747,170.899,4.0,6.0,4.120833333333334
9102,HUNNY,Xbox Luvr,52.0,0.693,0.824,-8.139,0,0.0415,0.00726,0.0826,0.822,108.018,4.0,9.0,2.945133333333333
9103,binki,Wiggle,55.0,0.753,0.461,-8.857,0,0.0585,0.496,0.116,0.897,103.919,4.0,9.0,2.998466666666667
9104,Ameer Vann,IDFIATOK,50.0,0.811,0.756,-8.497,1,0.214,0.0321,0.118,0.65,124.998,4.0,5.0,1.9561
9105,Wombo,Dreamsickle,31.0,0.456,0.832,-7.053,1,0.0351,0.00591,0.11,0.796,163.048,4.0,10.0,2.450083333333333
9106,Sam Feldt,The Best Days (feat. Tabitha),73.0,0.667,0.827,-5.631,1,0.0368,0.0863,0.0565,0.573,107.95,4.0,9.0,2.6990666666666665
9107,The Chemical Brothers,Block Rockin' Beats,4.0,0.558,0.982,-3.125,0,0.063,0.0221,0.117,0.684,109.372,4.0,1.0,5.227783333333333
9108,The Everly Brothers,Wake up Little Susie,62.0,0.709,0.62,-9.382,1,0.034,0.318,0.0426,0.936,93.723,4.0,10.0,2.058666666666667
9109,Alfie Templeman,"Wait, I Lied",58.0,0.787,0.852,-6.442,0,0.146,0.0175,0.167,0.887,117.988,4.0,6.0,3.267316666666667
9110,Ramones,Sheena Is a Punk Rocker - 2001 Remaster,17.0,0.534,0.866,-6.013,1,0.0309,0.213,0.0921,0.792,176.268,4.0,6.0,2.7973333333333334
9111,Ozzy Osbourne,Crazy Train,78.0,0.454,0.913,-4.008,1,0.107,0.408,0.248,0.521,137.688,4.0,8.0,4.886383333333334
9112,Dough-Boy,Back Then (feat. Bohan Phoenix),41.0,0.743,0.847,-6.853,1,0.265,0.227,0.356,0.499,94.941,4.0,5.0,2.3833333333333333
9113,Bombay Bandook,Sagariya,18.0,0.29,0.816,-3.916,0,0.0465,0.0416,0.0894,0.0671,132.803,4.0,0.0,6.875733333
9114,Stone Temple Pilots,Three Wishes,48.0,0.528,0.518,-7.641,1,0.0281,0.425,0.125,0.395,139.98,3.0,10.0,4.865783333333333
9115,Hannah Grey,Still Waters,41.0,0.113,0.127,-20.496,1,0.0355,0.943,0.152,0.0984,77.345,4.0,7.0,2.270833333
9116,"Uthara Unnikrishnan, Unnikrishnan",Endaro Mahanubhavulu,25.0,0.513,0.573,-8.069,0,0.0486,0.902,0.0724,0.551,80.027,4.0,0.0,0.00018666666666666666
9117,Jon Batiste,FREEDOM,53.0,0.873,0.651,-4.179,1,0.0374,0.0251,0.213,0.828,115.002,4.0,9.0,2.9715
9118,RRUCCULLA,Icy blue,10.0,0.411,0.49,-11.926,1,0.0354,0.000239,0.219,0.0394,115.343,3.0,6.0,3.3802833333333333
9119,Blessid Union Of Souls,Hey Leonardo (She Likes Me For Me),32.0,0.352,0.873,-7.366,1,0.142,0.0253,0.89,0.497,104.662,4.0,10.0,4.698766666666667
9120,Rostam,From The Back of a Cab,54.0,0.686,0.873,-5.002,1,0.0916,0.356,0.0936,0.711,65.998,4.0,9.0,2.788666666666667
9121,Slow Pulp,Idaho,53.0,0.543,0.608,-6.708,1,0.0311,0.119,0.338,0.368,141.023,4.0,6.0,4.097383333333333
9122,Fatima Al Qadiri,Medieval Femme,32.0,0.396,0.301,-17.747,1,0.0306,0.87,0.124,0.0795,89.882,4.0,6.0,3.346216666666667
9123,Rae Sremmurd,Black Beatles,75.0,0.794,0.632,-6.163,1,0.0649,0.142,0.128,0.355,145.926,4.0,5.0,4.864883333333333
9124,Deep Purple,Highway Star - Remastered 2012,67.0,0.307,0.909,-7.08,0,0.0574,0.135,0.125,0.443,173.674,4.0,8.0,6.102266666666667
9125,Cedric Burnside,Get Your Groove On,24.0,0.736,0.721,-9.665,0,0.0419,0.0773,0.201,0.774,115.943,4.0,2.0,2.38355
9126,Emanuel,Worldwide,56.0,0.41,0.439,-3.789,0,0.0353,0.273,0.0595,0.32,144.045,4.0,1.0,4.079716666666667
9127,The White Stripes,I Just Don't Know What to Do With Myself,55.0,0.376,0.721,-8.232,1,0.104,0.659,0.113,0.36,94.947,4.0,10.0,2.77445
9128,Circa Waves,Sad Happy - Acoustic,42.0,0.721,0.344,-9.743,0,0.0593,0.855,0.932,0.442,126.001,4.0,10.0,3.06905
9129,Zoro,African Girl Bad,46.0,0.582,0.67,-6.919,0,0.26,0.0752,0.064,0.536,96.542,4.0,9.0,3.3469333333333333
9130,Sturgill Simpson,Paradise,59.0,0.358,0.3,-9.564,1,0.0423,0.777,0.0889,0.557,185.132,3.0,1.0,3.3131166666666667
9131,AlienBlaze,Romantically Dead,47.0,0.403,0.483,-6.608,1,0.113,0.00233,0.139,0.296,191.904,3.0,10.0,3.563633333333333
9132,Robert Palmer,Addicted To Love,68.0,0.702,0.578,-13.415,1,0.031,0.382,0.0425,0.975,111.617,4.0,10.0,6.060666666666667
9133,Logan Ledger,Starlight,46.0,0.599,0.729,-6.471,1,0.0254,0.181,0.135,0.638,133.402,4.0,1.0,5.3566666666666665
9134,Funk Flex,You Know,64.0,0.891,0.585,-6.122,0,0.131,0.0752,0.134,0.24,125.024,4.0,5.0,1.85645
9135,Travis Scott,HIGHEST IN THE ROOM,86.0,0.598,0.427,-8.764,0,0.0317,0.0546,0.21,0.0605,76.469,4.0,5.0,2.9286833333333333
9136,"Alka Yagnik, Kumar Sanu",Tumse Milne Ko Dil,42.0,0.529,0.812,-9.238,0,0.0706,0.768,0.311,0.768,138.841,3.0,3.0,5.006666667
9137,Poolside,I Feel High (with DRAMA),62.0,0.716,0.752,-4.316,1,0.05,0.0112,0.598,0.412,113.0,4.0,6.0,2.875
9138,Eels,Susan's House,42.0,0.736,0.439,-11.845,1,0.0396,0.222,0.31,0.432,80.493,4.0,1.0,3.73
9139,John Prine,Clay Pigeons,57.0,0.585,0.233,-15.949,1,0.028,0.892,0.114,0.481,140.666,4.0,0.0,4.45221667
9140,Nachtblut,Leierkinder,36.0,0.489,0.94,-4.871,0,0.0591,0.000227,0.318,0.538,164.995,4.0,8.0,4.000733333333334
9141,Bathory,Call from the Grave,42.0,0.373,0.815,-8.702,1,0.053,0.000111,0.161,0.0415,128.962,4.0,8.0,4.90445
9142,J.B. Lenoir,Alabama Blues,44.0,0.675,0.308,-8.081,1,0.0348,0.824,0.0607,0.69,97.446,4.0,2.0,3.23955
9144,Ramones,Rock 'n' Roll High School - 2002 Remaster,56.0,0.499,0.87,-4.431,1,0.126,0.0183,0.0512,0.893,188.853,4.0,10.0,2.29
9145,Steve Lacy,Dark Red,73.0,0.603,0.783,-4.023,1,0.062,0.449,0.119,0.775,172.041,4.0,6.0,2.8850666666666664
9146,Sofia Kourtesis,Juntos,47.0,0.783,0.706,-11.098,0,0.0703,0.00214,0.109,0.124,121.982,4.0,6.0,4.7211
9147,The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,73.0,0.523,0.769,-5.855,1,0.0269,0.04,0.136,0.876,136.162,4.0,6.0,4.07645
9148,Marilyn Manson,The Dope Show,60.0,0.562,0.671,-7.801,0,0.0379,8.73e-06,0.792,0.376,134.962,4.0,8.0,3.7788833333333334
9149,Garbage,Queer,44.0,0.553,0.621,-7.474,0,0.0274,0.00591,0.347,0.425,95.055,4.0,10.0,4.608216666666666
9150,Radkey,Seize,36.0,0.286,0.954,-3.391,0,0.108,0.000211,0.305,0.489,173.142,4.0,10.0,2.6586
9151,AM,powers,51.0,0.839,0.523,-12.104,1,0.215,0.269,0.165,0.515,141.94,4.0,5.0,2.9295833333333334
9152,COBRAH,WET,46.0,0.947,0.671,-8.916,0,0.243,0.0404,0.0639,0.532,126.045,4.0,6.0,2.8311166666666665
9153,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",76.0,0.686,0.735,-4.616,1,0.264,0.00921,0.342,0.0596,171.355,4.0,5.0,5.37045
9154,All Traps On Earth,All Traps on Earth,23.0,0.256,0.466,-13.522,0,0.0403,0.227,0.12,0.047,145.073,3.0,10.0,18.256566666666668
9155,The Beatles,I Want To Hold Your Hand - Remastered 2009,64.0,0.496,0.703,-6.905,1,0.0376,0.525,0.305,0.936,130.915,4.0,10.0,2.44533333
9156,Leonard Cohen,Suzanne,63.0,0.409,0.172,-16.44,0,0.0389,0.922,0.111,0.352,132.151,4.0,0.0,3.82155
9157,"Kane Brown, blackbear",Memory,79.0,0.434,0.889,-5.684,1,0.0509,0.395,0.273,0.845,113.326,5.0,9.0,2.55563333
9158,Tom Morello,Suburban Guerrilla,34.0,0.682,0.764,-5.806,1,0.0838,0.00265,0.265,0.55,156.009,4.0,8.0,3.1022
9159,Sonic Youth,Sugar Kane,54.0,0.345,0.913,-5.346,1,0.0471,6.46e-05,0.0756,0.357,134.965,4.0,6.0,5.96155
9160,Matt Hall,A Thousand Tears Ago,23.0,0.293,0.59,-5.271,1,0.182,0.169,0.17,0.45,74.147,4.0,9.0,2.8382666666666667
9161,Genesis,Supper's Ready,43.0,0.31,0.61,-9.415,0,0.0723,0.147,0.179,0.144,88.132,4.0,10.0,23.09845
9162,Avicii,Wake Me Up,85.0,0.532,0.783,-5.697,1,0.0523,0.0038,0.161,0.643,124.08,4.0,9.0,4.123783333333333
9163,Toosii,shop (feat. DaBaby),65.0,0.865,0.64,-7.201,1,0.325,0.0185,0.308,0.4,114.621,5.0,5.0,3.1653166666666666
9164,Do Nothing,Uber Alles,34.0,0.675,0.776,-7.893,1,0.0415,0.23,0.16,0.169,126.94,4.0,6.0,3.9093333333333335
9165,Megadeth,Train Of Consequences - Remastered 2004,50.0,0.555,0.946,-3.922,1,0.158,0.000116,0.0477,0.568,114.755,4.0,8.0,3.52045
9166,Amanar,Alghafiat,38.0,0.707,0.611,-7.058,0,0.032,0.473,0.0729,0.884,134.933,4.0,2.0,6.62845
9167,The Orielles,Bobbi's Second World,42.0,0.567,0.763,-4.361,0,0.0579,0.15,0.0704,0.777,111.079,4.0,1.0,3.380733333333333
9168,W.A.S.P.,Sleeping (In The Fire),52.0,0.253,0.646,-9.326,1,0.0306,9.77e-05,0.0856,0.178,91.926,4.0,10.0,3.93155
9169,The Black Keys,Gotta Get Away,55.0,0.475,0.836,-5.446,1,0.0529,0.0175,0.104,0.723,123.144,4.0,10.0,3.002883333333333
9170,Jet,Are You Gonna Be My Girl?,76.0,0.613,0.953,-3.435,1,0.0855,0.00148,0.152,0.537,105.046,4.0,10.0,3.5633333333333335
9171,5th Dimension String Quartet,To Capture The Infinite,41.0,0.0764,0.131,-17.381,1,0.0408,0.953,0.0937,0.0373,80.959,1.0,7.0,2.795683333
9172,"Queen, David Bowie",Under Pressure - Remastered 2011,60.0,0.663,0.712,-7.268,1,0.0479,0.524,0.0804,0.527,113.439,4.0,10.0,3.942
9173,AJ Tracey,Top Dog,62.0,0.586,0.725,-6.844,0,0.381,0.248,0.0825,0.867,131.139,5.0,5.0,3.3333333333333335
9174,Neon Graves,Piece of Me,25.0,0.506,0.966,-6.093,1,0.0876,0.000296,0.348,0.232,119.978,4.0,8.0,3.3916666666666666
9175,David Bowie,China Girl - 2018 Remaster,59.0,0.651,0.699,-7.867,0,0.0277,0.039,0.124,0.832,133.793,4.0,10.0,5.56361667
9176,Paul Wall,Sittin' Sidewayz (feat. Big Pokey),60.0,0.721,0.621,-4.378,1,0.306,0.00469,0.199,0.568,159.967,4.0,5.0,3.81555
9177,Juice WRLD,Real Shit (with benny blanco),74.0,0.703,0.703,-4.672,1,0.133,0.605,0.12,0.697,76.017,4.0,9.0,3.06305
9178,Caroline Spence,The Middle,46.0,0.653,0.5,-9.179,1,0.0257,0.104,0.0892,0.347,131.045,4.0,0.0,3.72626667
9179,Harry Styles,Sign of the Times,82.0,0.516,0.595,-4.63,1,0.0313,0.0275,0.109,0.222,119.972,4.0,9.0,5.67845
9180,Santana,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,62.0,0.59,0.929,-3.236,1,0.0478,0.0714,0.0598,0.674,119.818,4.0,10.0,4.241116666666667
9181,The Jesus and Mary Chain,Reverence,49.857142857142854,0.444,0.991,-5.412,0,0.101,1.65e-05,0.118,0.665,104.882,4.0,6.0,3.6782166666666667
9182,Cage The Elephant,Cigarette Daydreams,78.0,0.636,0.676,-3.442,1,0.0263,0.0807,0.0831,0.273,113.98,4.0,9.0,3.4793333333333334
9183,Pop Up!,Surprise,32.0,0.713,0.96,-7.85,1,0.447,0.0287,0.657,0.411,117.105,4.0,6.0,2.10385
9184,King Gizzard & The Lizard Wizard,Rattlesnake,39.0,0.58,0.963,-5.918,1,0.0388,0.0311,0.396,0.814,170.593,4.0,6.0,7.80155
9185,Eastmountainsouth,So Are You To Me,40.0,0.302,0.0783,-14.968,1,0.0325,0.956,0.12,0.231,140.485,5.0,0.0,1.96266667
9186,Colony House,O YA,47.0,0.502,0.96,-4.523,1,0.143,0.288,0.676,0.438,76.04,4.0,10.0,4.333333333333333
9187,Isaac Valero,Afrodite,41.0,0.701,0.0565,-19.018,0,0.106,0.948,0.108,0.319,123.79,4.0,7.0,1.766666667
9188,Fastball,The Way,64.0,0.646,0.882,-5.648,0,0.0346,0.143,0.335,0.908,120.837,4.0,9.0,4.284883333333333
9189,Robert Palmer,Sneakin' Sally Through The Alley,56.0,0.64,0.679,-12.356,1,0.0302,0.424,0.0878,0.965,99.296,4.0,10.0,4.43155
9190,Failure,Another Space Song,51.0,0.511,0.701,-7.861,1,0.0252,0.000253,0.0631,0.189,84.318,4.0,10.0,5.1722166666666665
9191,Tom Petty,Free Fallin',78.0,0.623,0.449,-13.333,1,0.0253,0.212,0.0613,0.572,84.383,4.0,10.0,4.26666667
9192,Bartholomew Kind,Memento,30.0,0.539,0.893,-6.149,0,0.0647,0.0609,0.114,0.244,170.009,4.0,1.0,3.94545
9193,Pavement,Cut Your Hair,58.0,0.472,0.735,-9.822,0,0.0305,0.00596,0.166,0.643,110.809,4.0,6.0,3.112216666666667
9194,Jordan Rudess,"Wired For Madness, Pt. 1.1 (Bring It On)",32.0,0.546,0.847,-9.797,1,0.0473,0.000301,0.0935,0.314,108.495,4.0,8.0,5.3402666666666665
9195,Bromeliad,Frankenthaler,44.0,0.527,0.0896,-18.975,1,0.0332,0.992,0.107,0.0509,152.111,3.0,7.0,1.752433333
9196,Soulfly,Back to the Primitive,48.0,0.601,0.89,-4.824,1,0.0965,0.000156,0.123,0.688,112.085,4.0,8.0,4.366
9197,USS (Ubiquitous Synergy Seeker),Feel Alive,42.0,0.558,0.658,-7.661,1,0.0535,0.0298,0.135,0.519,122.031,4.0,1.0,3.777816666666667
9198,Barns Courtney,Little Boy,47.0,0.654,0.621,-8.555,1,0.0328,0.384,0.119,0.41,113.955,4.0,10.0,3.8908
9199,New Radicals,You Get What You Give,74.0,0.621,0.901,-5.396,1,0.0302,0.17,0.0875,0.744,113.967,4.0,10.0,5.012883333333333
9200,"Antonio Vivaldi, Accademia I Filarmonici, Alberto Martini","Concerto for Strings in G Minor, RV 153: II. Andante",23.0,0.119,0.0425,-25.683,0,0.0538,0.905,0.158,0.106,176.675,3.0,7.0,2.229333333
9201,Echo Collective,Respire,18.0,0.124,0.0359,-21.203,0,0.0632,0.877,0.125,0.0223,70.922,4.0,6.0,10.90205
9202,Mugshot,Good People,40.0,0.301,0.959,-3.463,0,0.111,2.54e-05,0.167,0.251,139.928,4.0,8.0,2.8623166666666666
9203,TDJ,Lalala (Want Somebody),26.0,0.649,0.712,-6.153,1,0.0416,0.0013,0.107,0.285,123.009,4.0,6.0,6.10075
9204,The Anniversary,The D In Detroit,34.0,0.392,0.891,-6.133,0,0.0485,0.000144,0.091,0.348,191.717,4.0,10.0,4.277333333333333
9205,Soundgarden,Been Away Too Long,45.0,0.475,0.971,-3.541,1,0.102,5.49e-05,0.367,0.641,152.868,4.0,10.0,3.60355
9206,Rich Robinson,Time To Leave,24.0,0.344,0.523,-7.418,1,0.0314,0.0792,0.12,0.183,87.121,3.0,2.0,4.9737833333333334
9207,Dissection,Black Dragon,41.0,0.481,0.909,-4.124,0,0.038,1.56e-05,0.385,0.576,102.878,4.0,8.0,4.802883333333333
